,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,Incube8,,5.0,Fast Growing Company with Modern Tech Stack,Pincipal Engineer,Singapore,"Grow with the company; have been a part of this company from a Software Engineer 7 years ago, to now a Principal Engineer, managing cross-functional teams, both locally and overseas. Compensated for our effort. With a yearly Performance Review, comes with the Yearly Performance Bonus. Performance Review is transparent. Everyone knows how to get a 5/5 rating (yes, this is documented), and it all boils down to individual’s desire to attain that. $2,000 Yearly Loyalty Bonus for employees with more than 3 years with Incube8. Use it to travel with your family, enjoy a Staycation, or get a new personal MBP every year! Transparency is key and a strong part of Incube8 work culture. All in the name of improving ourselves as an organization. Any feedback is immediately taken into account and depending on severity of the feedback, action will be taken to improve. Truly an Agile and Lean organization; adopting the Scrum Methodology with cross-functional teams (BE, FE, UI, QA). Be part of a strong development culture adopting best practices, monthly knowledge sharing, developer-driven decisions, and many more. In-house product development building social-networking apps. Our end users are real users from all walks of life, from all over the globe. No hassle working with external Clients ever! Employ modern Tech Stack; think Laravel, Serverless Architecture, Microservices, Node.js, React, Flutter, NoSQL, ML, and more. Comprehensive Continuous Integration with Continuous Delivery (CI/CD); commit, PR, build, test, deploy. Comprehensive testing strategy; adopting the Testing Pyramid at the core of all of our apps. From 90% unit tests code coverage, to end-to-end testing maintained by QAs (Yes, our QAs are technical QAs, using Selenium and Cypress depending on project. Collaborative environment; working closely with a single Product Owner (PO) per project, while still having open communication with relevant stakeholders. Working Smart. Automate everything, improve processes, remove redundancy. Question everything for continuous feedback and improvement. Raise issues to anyone if it does not seem right and work towards improving it. Working with others across different countries, region, and culture! We work closely and collaboratively with our counterparts from US, Ukraine, Phippines, India, and more! Supportive Senior Management. Most if not all technical decisions are left to the development teams to propose via an RFC, conceptualize, and bring it to the end users! This is how Incube8 continues to be at the forefront of technology! Strictly office hours only! Work-life balance is guaranteed for everyone; other than the occasional blocking incidents that requires immediate attention.","Sometimes you end up working through the night. Not because anyone forces you to do so, but because you just want to get that idea in your head down to commit and pushed out through the build pipeline."
0,Incube8,,1.0,Worst Company Every Worked on,Senior Software Developer,Singapore,Only Positive thing is Co-Workers are Helpful & No dress code.,"Office is located 15mins walk from MRT, if not in office on time management reduce your salary. Funny right yes that's what this company is outstanding, Not sure still this Rule stays but this is more of School rather than Corporate Company. Environment is Noisy, it doesn't have properly washroom which always has bad smell, sometime there will be maintenance work goes on days in the same floor. Whatever Manager decide even though its useless you should hear or-else it will impact your Performance & Bonus. Some Manager doesn't have knowledge in Technical but still gets promotion. Politics is everywhere inside the Organisation."
0,Incube8,,5.0,It’s been an amazing journey so far,Senior Automation Engineer,Singapore,"Great learning experience - Lots to learn and a lot to explore Highly passionate and empathetic team Benefits like bonus, promotions, certifications, flexible working hours, work from home. Truly love the work I do and the appreciation received is very rewarding","Very fast paced - Every release seems like a battle, initially it takes some time to match the pace but once its done its a great feeling of achievement."
0,Incube8,,1.0,Bad working experience,Software Engineer,"Bishan New Town,",Birthday celebrations every month Team outings every quarter,"Bad management turns worse No work life balance, have to work/support during nights and weekends Bad office location with funny smell No bus access, have to walk >10 minutes from Bishan MRT No food selections, have to bring own food or delivery Bad drinks/coffee and breads provided No flexible working hours , strictly 8-5 Minimal 14 annual leaves and difficult to apply for leaves Only 4 medical leaves Low bonus, less than a month Low increments No career path"
0,Incube8,,5.0,I have been working at Incube8 full-time for approx 4 years,Senior Mobile App Developer,"Bishan New Town,","1. Learning opportunities 2. Fast Paced, Challenging & Rewarding 3. Diverse & Collaborative team where you can grow your skills 4. Freedom to initiate stuff 5. Loyalty programme & other benefits like bonus",I didn't see any cons working at Incube8.
0,Incube8,,4.0,Great work place,Senior Database Engineer,Singapore,"I have been working in Incube8 for more than 2 and half years. Great work life balance, flexibility and cool team. Birthday celebrations for every month and outings This is the place where we can learn lot of technical stuff while working.",None. So far all good
0,Incube8,,5.0,Great Learning Curve,Senior Software Engineer,Singapore,1. Cool colleagues and team 2. Paid trainings 3. Lots of opportunities to learn new things at work,1. Work pressure on meeting deadlines when one is not able to complete the sprint goal
0,Incube8,,1.0,Poor Company and culture,Software Engineer,Singapore,i dont find any good things about this company,"This company is known for worst work culture. If you are coming to join this company from your well settled job, dont come..there is no job security . after joining this company you will cry for your work life balance. and the office location is another worst thing . about this company."
0,Incube8,,5.0,Working Environment and Culture,Frontend Developer,Singapore,- Gain good exposure to learn and pick up new skills - Hybrid work arrangement - Scrum is practice here and product iteration is manage in sprints,- Fast Paced - Tight Deadlines - Can be stressful at times
0,Incube8,,5.0,Self-sufficient company with good working culture,Devops Engineer,Singapore,Great working atmosphere Great colleagues Heartwarming MD,Deadlines can sometimes be erratic Small issues can sometimes be blown out of proportions
0,Check Point Software Technologies,,5.0,Good place to work,Software Engineer,Singapore,Helpful colleagues and team manager,Sometimes it is stressful as it is security related
0,Check Point Software Technologies,,5.0,Check Point Software Technologies,Solutions Architect,Singapore,Best people I've ever worked with and one of the best company cultures,I haven't had anything to say about any downside because I personally haven't experienced.
0,Check Point Software Technologies,,4.0,Great people and culture,Solutions Architect,Singapore,"People are talented, and the best sales team.",Office decoration could be better
0,Check Point Software Technologies,,4.0,Awesome place,Solutions Architect,Singapore,"Good culture, people and management",the office coffee machine could be better
0,Transit Link,,2.0,Lots of politics,Applications Support Engineer,Singapore,"Good work life balance, decent bonus",Lots of partially and politics.
0,Bombardier,,5.0,Great place to gain experience and exposure,B1/B2 Licensed Aircraft Engineer,Singapore,Type course and fast paced to gain exposure,Not for those weak hearted. Can be stressful and internal team politics.
